time,price
2025-12-31 00:00:00+00:00,0.10984000000000001
2025-12-31 00:15:00+00:00,0.07673
2025-12-31 00:30:00+00:00,0.07890000000000001
2025-12-31 00:45:00+00:00,0.0882
2025-12-31 01:00:00+00:00,0.09912
2025-12-31 01:15:00+00:00,0.09989
2025-12-31 01:30:00+00:00,0.07604999999999999
2025-12-31 01:45:00+00:00,0.06355
2025-12-31 02:00:00+00:00,0.06317
2025-12-31 02:15:00+00:00,0.061340000000000006
2025-12-31 02:30:00+00:00,0.062329999999999997
2025-12-31 02:45:00+00:00,0.07836
2025-12-31 03:00:00+00:00,0.05796
2025-12-31 03:15:00+00:00,0.07551999999999999
2025-12-31 03:30:00+00:00,0.07806
2025-12-31 03:45:00+00:00,0.08774
2025-12-31 04:00:00+00:00,0.06664
2025-12-31 04:15:00+00:00,0.0725
2025-12-31 04:30:00+00:00,0.08385
2025-12-31 04:45:00+00:00,0.0911
2025-12-31 05:00:00+00:00,0.046939999999999996
2025-12-31 05:15:00+00:00,0.06713
2025-12-31 05:30:00+00:00,0.08199
2025-12-31 05:45:00+00:00,0.06096
2025-12-31 06:00:00+00:00,0.08996
2025-12-31 06:15:00+00:00,0.10266
2025-12-31 06:30:00+00:00,0.10489
2025-12-31 06:45:00+00:00,0.12838999999999998
2025-12-31 07:00:00+00:00,0.14435
2025-12-31 07:15:00+00:00,0.16515000000000002
2025-12-31 07:30:00+00:00,0.14049
2025-12-31 07:45:00+00:00,0.07911
2025-12-31 08:00:00+00:00,-0.008029999999999999
2025-12-31 08:15:00+00:00,0.0712
2025-12-31 08:30:00+00:00,0.09467
2025-12-31 08:45:00+00:00,0.13972
2025-12-31 09:00:00+00:00,0.0973
2025-12-31 09:15:00+00:00,0.04715
2025-12-31 09:30:00+00:00,0.01021
2025-12-31 09:45:00+00:00,0.04933
2025-12-31 10:00:00+00:00,0.06936
2025-12-31 10:15:00+00:00,0.07642
2025-12-31 10:30:00+00:00,0.05794
2025-12-31 10:45:00+00:00,0.032619999999999996
2025-12-31 11:00:00+00:00,-0.00864
2025-12-31 11:15:00+00:00,0.03021
2025-12-31 11:30:00+00:00,0.06361
2025-12-31 11:45:00+00:00,0.054259999999999996
2025-12-31 12:00:00+00:00,0.07074
2025-12-31 12:15:00+00:00,0.01124
2025-12-31 12:30:00+00:00,0.037770000000000005
2025-12-31 12:45:00+00:00,0.05972
2025-12-31 13:00:00+00:00,0.05391
2025-12-31 13:15:00+00:00,0.09429000000000001
2025-12-31 13:30:00+00:00,0.11483
2025-12-31 13:45:00+00:00,0.13198
2025-12-31 14:00:00+00:00,0.12290999999999999
2025-12-31 14:15:00+00:00,0.11090000000000001
2025-12-31 14:30:00+00:00,0.13218000000000002
2025-12-31 14:45:00+00:00,0.12761
2025-12-31 15:00:00+00:00,0.09968
2025-12-31 15:15:00+00:00,0.09862
2025-12-31 15:30:00+00:00,0.08659
2025-12-31 15:45:00+00:00,0.10526
2025-12-31 16:00:00+00:00,0.11636
2025-12-31 16:15:00+00:00,0.11238
2025-12-31 16:30:00+00:00,0.12933
2025-12-31 16:45:00+00:00,0.03313
2025-12-31 17:00:00+00:00,0.10158
2025-12-31 17:15:00+00:00,0.12193000000000001
2025-12-31 17:30:00+00:00,0.10890999999999999
2025-12-31 17:45:00+00:00,0.02233
2025-12-31 18:00:00+00:00,0.0415
2025-12-31 18:15:00+00:00,0.05795
2025-12-31 18:30:00+00:00,0.05817
2025-12-31 18:45:00+00:00,0.0697
2025-12-31 19:00:00+00:00,0.06511
2025-12-31 19:15:00+00:00,0.01492
2025-12-31 19:30:00+00:00,0.019350000000000003
2025-12-31 19:45:00+00:00,0.02468
2025-12-31 20:00:00+00:00,0.02768
2025-12-31 20:15:00+00:00,0.00557
2025-12-31 20:30:00+00:00,2e-05
2025-12-31 20:45:00+00:00,-0.07174
2025-12-31 21:00:00+00:00,0.03423
2025-12-31 21:15:00+00:00,0.032869999999999996
2025-12-31 21:30:00+00:00,0.03602
2025-12-31 21:45:00+00:00,0.037399999999999996
2025-12-31 22:00:00+00:00,0.06966
2025-12-31 22:15:00+00:00,0.06972
2025-12-31 22:30:00+00:00,0.0355
2025-12-31 22:45:00+00:00,0.05385
2025-12-31 23:00:00+00:00,0.05457
2025-12-31 23:15:00+00:00,0.08213
2025-12-31 23:30:00+00:00,0.11005
2025-12-31 23:45:00+00:00,0.10371999999999999
2026-01-01 00:00:00+00:00,0.09192
2026-01-01 00:15:00+00:00,0.13422
2026-01-01 00:30:00+00:00,0.11075
2026-01-01 00:45:00+00:00,0.14187
2026-01-01 01:00:00+00:00,0.10275
2026-01-01 01:15:00+00:00,0.0853
2026-01-01 01:30:00+00:00,0.10557
2026-01-01 01:45:00+00:00,0.14438
2026-01-01 02:00:00+00:00,0.027960000000000002
2026-01-01 02:15:00+00:00,-0.04992
2026-01-01 02:30:00+00:00,-0.00625
2026-01-01 02:45:00+00:00,0.07465999999999999
2026-01-01 03:00:00+00:00,0.01367
2026-01-01 03:15:00+00:00,0.020579999999999998
2026-01-01 03:30:00+00:00,0.02586
2026-01-01 03:45:00+00:00,0.04019
2026-01-01 04:00:00+00:00,0.06745
2026-01-01 04:15:00+00:00,0.08512
2026-01-01 04:30:00+00:00,0.032990000000000005
2026-01-01 04:45:00+00:00,0.01302
2026-01-01 05:00:00+00:00,-0.030940000000000002
2026-01-01 05:15:00+00:00,0.01292
2026-01-01 05:30:00+00:00,0.04063
2026-01-01 05:45:00+00:00,0.01375
2026-01-01 06:00:00+00:00,0.058
2026-01-01 06:15:00+00:00,0.020120000000000002
2026-01-01 06:30:00+00:00,0.048350000000000004
2026-01-01 06:45:00+00:00,0.03904
2026-01-01 07:00:00+00:00,0.04205
2026-01-01 07:15:00+00:00,0.04672
2026-01-01 07:30:00+00:00,0.01584
2026-01-01 07:45:00+00:00,-0.015359999999999999
2026-01-01 08:00:00+00:00,-0.02089
2026-01-01 08:15:00+00:00,-0.01297
2026-01-01 08:30:00+00:00,-0.00707
2026-01-01 08:45:00+00:00,-0.0067
2026-01-01 09:00:00+00:00,0.00027
2026-01-01 09:15:00+00:00,-0.00321
2026-01-01 09:30:00+00:00,-0.00567
2026-01-01 09:45:00+00:00,-0.00188
2026-01-01 10:00:00+00:00,0.00234
2026-01-01 10:15:00+00:00,0.0043
2026-01-01 10:30:00+00:00,-0.02557
2026-01-01 10:45:00+00:00,-0.02028
2026-01-01 11:00:00+00:00,0.00123
2026-01-01 11:15:00+00:00,-0.00011999999999999999
2026-01-01 11:30:00+00:00,-0.00646
2026-01-01 11:45:00+00:00,-0.0067
2026-01-01 12:00:00+00:00,-0.00697
2026-01-01 12:15:00+00:00,-0.00614
2026-01-01 12:30:00+00:00,0.004889999999999999
2026-01-01 12:45:00+00:00,0.01124
2026-01-01 13:00:00+00:00,0.026809999999999997
2026-01-01 13:15:00+00:00,0.052969999999999996
2026-01-01 13:30:00+00:00,0.07151
2026-01-01 13:45:00+00:00,0.07241
2026-01-01 14:00:00+00:00,0.08209999999999999
2026-01-01 14:15:00+00:00,0.07903
2026-01-01 14:30:00+00:00,0.05004
2026-01-01 14:45:00+00:00,0.05988
2026-01-01 15:00:00+00:00,0.05083
2026-01-01 15:15:00+00:00,0.05216
2026-01-01 15:30:00+00:00,0.06598000000000001
2026-01-01 15:45:00+00:00,0.03232
2026-01-01 16:00:00+00:00,0.03507
2026-01-01 16:15:00+00:00,0.04865
2026-01-01 16:30:00+00:00,0.03719
2026-01-01 16:45:00+00:00,0.0495
2026-01-01 17:00:00+00:00,0.07476000000000001
2026-01-01 17:15:00+00:00,0.08936
