time,E_kWh,p_net_kW,p_ch_kW,p_dis_kW,p_da_kw,p_id_kw,E_lower_kWh,E_upper_kWh,P_lower_kW,P_upper_kW
2025-10-05 00:00:00+02:00,-1883.013157894737,0.0,0.0,0.0,0.0,0.0,-3675.0,66.0,-4125.0,4125.0
2025-10-05 00:15:00+02:00,-2943.8684210526317,4031.25,0.0,4031.25,0.0,4031.25,-3677.25,68.25,-4031.25,4031.25
2025-10-05 00:30:00+02:00,-2694.907894736842,-1048.25484764543,1048.25484764543,0.0,-1048.25484764543,0.0,-3679.5,70.5,-3937.5,3937.5
2025-10-05 00:45:00+02:00,-2694.907894736842,0.0,0.0,0.0,0.0,0.0,-3681.75,72.75,-3843.75,3843.75
2025-10-05 01:00:00+02:00,-2694.907894736842,0.0,0.0,0.0,0.0,0.0,-3684.0,75.0,-3750.0,3750.0
2025-10-05 01:15:00+02:00,-3681.75,3750.0,0.0,3750.0,0.0,3750.0,-3681.75,72.75,-3750.0,3750.0
2025-10-05 01:30:00+02:00,-3677.25,-9.473684210526699,9.473684210526699,0.0,-9.473684210526699,0.0,-3679.5,70.5,-3750.0,3750.0
2025-10-05 01:45:00+02:00,-3677.25,0.0,0.0,0.0,0.0,0.0,-3677.25,68.25,-3750.0,3750.0
2025-10-05 02:00:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-3675.0,66.0,-3750.0,3750.0
2025-10-05 02:15:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-3771.0,68.5,-3843.75,3843.75
2025-10-05 02:30:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-3867.0,71.0,-3937.5,3937.5
2025-10-05 02:45:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-3963.0,73.5,-4031.25,4031.25
2025-10-05 03:00:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-4059.0,76.0,-4125.0,4125.0
2025-10-05 03:15:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-3962.75,73.5,-4125.0,4125.0
2025-10-05 03:30:00+02:00,-3675.0,0.0,0.0,0.0,0.0,0.0,-3866.5,71.0,-4125.0,4125.0
2025-10-05 03:45:00+02:00,-3674.0,-4.210526315651614,4.210526315651614,0.0,-4.210526315651613,0.0,-3770.25,68.5,-4125.0,4125.0
2025-10-05 04:00:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-3674.0,66.0,-4125.0,4125.0
2025-10-05 04:15:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-3770.25,68.5,-4125.0,4125.0
2025-10-05 04:30:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-3866.5,71.0,-4125.0,4125.0
2025-10-05 04:45:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-3962.75,73.5,-4125.0,4125.0
2025-10-05 05:00:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-4059.0,76.0,-4125.0,4125.0
2025-10-05 05:15:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-4056.5,73.5,-4125.0,4125.0
2025-10-05 05:30:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-4054.0,71.0,-4125.0,4125.0
2025-10-05 05:45:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-4051.5,68.5,-4125.0,4125.0
2025-10-05 06:00:00+02:00,-3674.0,0.0,0.0,0.0,0.0,0.0,-4049.0,66.0,-4125.0,4125.0
