time,p_ch_kw,p_dis_kw,soc_kwh,p_da_kw,p_id_kw
2025-10-17 17:00:00+02:00,0.0,0.0,2400.0,0.0,0.0
2025-10-17 17:15:00+02:00,0.0,0.0,2400.0,0.0,0.0
2025-10-17 17:30:00+02:00,0.0,0.0,2400.0,0.0,0.0
2025-10-17 17:45:00+02:00,0.0,500.0,2268.421052631579,0.0,500.0
2025-10-17 18:00:00+02:00,0.0,0.0,2268.421052631579,0.0,0.0
2025-10-17 18:15:00+02:00,0.0,0.0,2268.421052631579,0.0,0.0
2025-10-17 18:30:00+02:00,0.0,0.0,2268.421052631579,0.0,0.0
2025-10-17 18:45:00+02:00,0.0,500.0,2136.8421052631584,500.0,0.0
2025-10-17 19:00:00+02:00,0.0,500.0,2005.2631578947373,0.0,500.0
2025-10-17 19:15:00+02:00,0.0,0.0,2005.2631578947373,0.0,0.0
2025-10-17 19:30:00+02:00,0.0,500.0,1873.6842105263163,500.0,0.0
2025-10-17 19:45:00+02:00,0.0,500.0,1742.1052631578953,0.0,500.0
2025-10-17 20:00:00+02:00,0.0,500.0,1610.5263157894742,0.0,500.0
2025-10-17 20:15:00+02:00,0.0,500.0,1478.9473684210532,0.0,500.0
2025-10-17 20:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 20:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 21:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 21:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 21:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 21:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 22:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 22:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 22:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 22:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 23:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 23:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 23:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-17 23:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 00:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 00:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 00:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 00:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 01:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 01:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 01:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 01:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 02:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 02:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 02:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 02:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 03:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 03:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 03:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 03:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 04:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 04:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 04:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 04:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 05:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 05:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 05:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 05:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 06:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 06:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 06:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 06:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 07:00:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 07:15:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 07:30:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 07:45:00+02:00,0.0,0.0,1478.9473684210532,0.0,0.0
2025-10-18 08:00:00+02:00,0.0,500.0,1347.3684210526321,0.0,500.0
2025-10-18 08:15:00+02:00,0.0,0.0,1347.3684210526321,0.0,0.0
2025-10-18 08:30:00+02:00,0.0,0.0,1347.3684210526321,0.0,0.0
2025-10-18 08:45:00+02:00,0.0,0.0,1347.3684210526321,0.0,0.0
2025-10-18 09:00:00+02:00,0.0,500.0,1215.789473684211,0.0,500.0
2025-10-18 09:15:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 09:30:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 09:45:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 10:00:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 10:15:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 10:30:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 10:45:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 11:00:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 11:15:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 11:30:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 11:45:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 12:00:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 12:15:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 12:30:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 12:45:00+02:00,0.0,0.0,1215.789473684211,0.0,0.0
2025-10-18 13:00:00+02:00,500.0,0.0,1334.539473684211,0.0,-500.0
2025-10-18 13:15:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 13:30:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 13:45:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 14:00:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 14:15:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 14:30:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 14:45:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 15:00:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 15:15:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 15:30:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 15:45:00+02:00,0.0,0.0,1334.539473684211,0.0,0.0
2025-10-18 16:00:00+02:00,500.0,0.0,1453.289473684211,0.0,-500.0
2025-10-18 16:15:00+02:00,0.0,0.0,1453.289473684211,0.0,0.0
2025-10-18 16:30:00+02:00,0.0,0.0,1453.289473684211,0.0,0.0
2025-10-18 16:45:00+02:00,0.0,500.0,1321.71052631579,0.0,500.0
2025-10-18 17:00:00+02:00,0.0,0.0,1321.71052631579,0.0,0.0
2025-10-18 17:15:00+02:00,0.0,0.0,1321.71052631579,0.0,0.0
2025-10-18 17:30:00+02:00,0.0,0.0,1321.71052631579,0.0,0.0
2025-10-18 17:45:00+02:00,0.0,500.0,1190.131578947369,0.0,500.0
2025-10-18 18:00:00+02:00,0.0,198.5,1137.8947368421052,0.0,198.5
2025-10-18 18:15:00+02:00,0.0,500.0,1006.3157894736842,500.0,0.0
2025-10-18 18:30:00+02:00,0.0,500.0,874.7368421052631,0.0,500.0
2025-10-18 18:45:00+02:00,0.0,500.0,743.1578947368421,0.0,500.0
2025-10-18 19:00:00+02:00,0.0,500.0,611.578947368421,0.0,500.0
2025-10-18 19:15:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-18 19:30:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-18 19:45:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-18 20:00:00+02:00,0.0,500.0,480.0,500.0,0.0
2025-10-18 20:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 20:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 20:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 21:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 21:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 21:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 21:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 22:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 22:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 22:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 22:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 23:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 23:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 23:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-18 23:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 00:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 00:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 00:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 00:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 01:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 01:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 01:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 01:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 02:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 02:15:00+02:00,0.0,0.0,480.0,0.0,0.0
