DATETIME,FREQ_MEAN_HZ,FREQ_MIN_HZ,FREQ_MAX_HZ,FREQ_STD_HZ,SAMPLE_COUNT,FREQ_WORST_DEV_HZ,FREQ_DROOP_MEAN,FREQ_DROOP_ABS_MEAN
2026-01-02 00:45:00+00:00,50.01052,49.98,50.038,0.007815,900,50.038,-0.016398,0.017146
2026-01-02 01:00:00+00:00,50.000119,49.975,50.03,0.011556,900,50.03,-0.003643,0.012836
2026-01-02 01:15:00+00:00,50.014358,49.99,50.04,0.008673,900,50.04,-0.031427,0.031427
2026-01-02 01:30:00+00:00,50.004203,49.982,50.03,0.009801,900,50.03,-0.007784,0.010357
2026-01-02 01:45:00+00:00,50.011927,49.98,50.031,0.006957,900,50.031,-0.020181,0.020532
2026-01-02 02:00:00+00:00,50.000833,49.979,50.022,0.008599,900,50.022,-0.000678,0.004444
2026-01-02 02:15:00+00:00,50.010617,49.989,50.035,0.007521,900,50.035,-0.016994,0.017018
2026-01-02 02:30:00+00:00,50.003219,49.971,50.025,0.008366,900,49.971,-0.004187,0.006643
2026-01-02 02:45:00+00:00,50.006293,49.98,50.033,0.008712,900,50.033,-0.010018,0.010673
2026-01-02 03:00:00+00:00,49.998987,49.965,50.03,0.012715,900,49.965,-0.001491,0.016743
2026-01-02 03:15:00+00:00,49.994692,49.965,50.022,0.009233,900,49.965,0.00752,0.009977
2026-01-02 03:30:00+00:00,50.003429,49.981,50.025,0.00866,900,50.025,-0.004281,0.006573
2026-01-02 03:45:00+00:00,50.014803,49.987,50.042,0.007983,900,50.042,-0.031865,0.031959
2026-01-02 04:00:00+00:00,50.011143,49.984,50.05,0.012143,900,50.05,-0.027175,0.028064
2026-01-02 04:15:00+00:00,50.014243,49.98,50.046,0.009427,900,50.046,-0.03238,0.032895
2026-01-02 04:30:00+00:00,50.005322,49.976,50.037,0.00934,900,50.037,-0.008865,0.010386
2026-01-02 04:45:00+00:00,50.012047,49.991,50.038,0.007443,900,50.038,-0.020795,0.020795
2026-01-02 05:00:00+00:00,49.995321,49.958,50.052,0.020861,900,50.052,0.005795,0.050462
2026-01-02 05:15:00+00:00,50.01858,49.981,50.053,0.01253,900,50.053,-0.054164,0.054398
2026-01-02 05:30:00+00:00,50.012709,49.983,50.067,0.016236,900,50.067,-0.039018,0.040632
2026-01-02 05:45:00+00:00,50.006536,49.978,50.037,0.013205,900,50.037,-0.016971,0.023942
2026-01-02 06:00:00+00:00,50.021197,49.986,50.051,0.010956,900,50.051,-0.062544,0.062684
2026-01-02 06:15:00+00:00,50.022797,49.987,50.058,0.013626,900,50.058,-0.073725,0.073842
2026-01-02 06:30:00+00:00,50.008888,49.981,50.047,0.014212,900,50.047,-0.026977,0.029807
2026-01-02 06:45:00+00:00,50.007822,49.971,50.042,0.014904,900,50.042,-0.023801,0.030105
2026-01-02 07:00:00+00:00,50.007696,49.968,50.077,0.019129,900,50.077,-0.032836,0.041199
